# stan_version_major = 2
# stan_version_minor = 34
# stan_version_patch = 0
# model = bernoulli2_model
# start_datetime = 2024-01-19 15:21:47 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000 (Default)
#       delta = 0.850000
#       kappa = 0.750000 (Default)
#       t0 = 10.000000 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1.000000 (Default)
#         stepsize_jitter = 0.000000 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /Users/rob/.julia/dev/Stan/Examples/Bernoulli/tmp2/bernoulli2_data_4.json
# init = 2 (Default)
# random
#   seed = 695854889 (Default)
# output
#   file = /Users/rob/.julia/dev/Stan/Examples/Bernoulli/tmp2/bernoulli2_chain_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 6
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.33.1-101-g8f2dbe7
# stancflags = --warn-pedantic
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
-7.65025,0.41301,3.01132,1,1,0,7.99457,0.354694
-7.64321,0.995958,1.04556,1,3,0,7.70865,0.319768
-7.65331,0.997753,1.54335,1,1,0,7.65332,0.309946
-7.64151,0.946893,2.27523,2,3,0,7.73819,0.344521
-7.76146,0.900126,2.94891,1,1,0,7.79118,0.402851
-7.69494,1,3.40275,1,1,0,7.69606,0.288628
-7.69494,0.00495912,4.97423,1,1,0,8.83351,0.288628
-7.73031,0.992091,0.682223,2,7,0,8.05168,0.393239
-9.74589,0.348181,1.96843,2,3,0,9.8847,0.110568
-9.74589,4.51956e-71,7.90442,2,6,1,9.94883,0.110568
-8.12954,0.975038,0.813469,1,3,0,10.6767,0.209869
-7.73118,1,0.748881,3,7,0,8.12226,0.393525
-7.74176,0.948324,0.907831,1,3,0,8.36028,0.273552
-8.12781,0.881762,1.06463,2,3,0,8.88944,0.210063
-7.7711,1,1.08455,3,7,0,8.07638,0.265976
-7.72336,1,1.6487,2,3,0,7.75951,0.390886
-7.97491,0.760551,2.57913,1,1,0,8.18895,0.449678
-8.00625,0.980254,1.92544,2,3,0,8.10069,0.455112
-8.00625,0.419584,2.89744,1,3,0,8.02145,0.455112
-7.63829,0.999571,0.745613,2,5,0,8.03053,0.331245
-8.293,0.860635,1.20602,1,3,0,8.50339,0.496875
-8.31921,0.79994,1.2624,1,3,0,10.097,0.190852
-8.11453,1,1.09638,1,1,0,8.31151,0.211565
-7.64829,0.979468,1.77709,2,3,0,7.93301,0.314167
-7.64829,1.0523e-05,2.69124,1,1,0,10.2975,0.314167
-7.75499,0.997716,0.203667,3,15,0,8.30436,0.270009
-7.75265,1,0.330166,1,1,0,7.75574,0.270618
-7.76177,0.99647,0.535566,2,7,0,7.97616,0.402939
-7.64628,0.978281,0.853754,1,3,0,8.0462,0.316161
-8.38594,0.657946,1.28067,2,3,0,10.0454,0.185016
-7.84812,0.997185,0.746374,2,5,0,8.45941,0.424637
-8.4365,0.718118,1.17718,1,3,0,9.80818,0.18083
-7.73167,0.998273,0.824575,2,5,0,8.37172,0.393688
-7.89814,0.911622,1.29414,2,3,0,8.31052,0.435215
-7.81256,1,1.57713,1,1,0,7.92547,0.416354
-8.23929,0.651972,2.45556,1,1,0,8.58872,0.489885
-7.66681,1,1.4397,1,3,0,8.0536,0.366394
-7.82975,0.888005,2.22695,1,1,0,7.82975,0.253242
-7.82975,0.513383,2.5165,1,1,0,8.41933,0.253242
-7.78965,0.996723,1.02595,3,7,0,7.8896,0.410575
-7.65182,0.988439,1.56057,2,3,0,7.81405,0.311113
-11.4699,0.12368,2.30597,1,1,0,11.4709,0.0650228
-11.532,0.999705,0.342207,1,1,0,11.5422,0.0638632
-11.3613,1,0.523873,1,1,0,11.5475,0.0671118
-11.0662,0.997786,0.797168,3,7,0,11.9644,0.0732039
-11.9933,0.946579,1.19815,1,1,0,12.089,0.0559584
-7.6666,1,1.56888,2,3,0,11.2904,0.301445
-7.6666,0.315244,2.34419,1,1,0,7.9805,0.301445
-7.66112,0.997614,0.615756,2,5,0,7.75279,0.362883
-7.97089,0.903327,0.9153,1,3,0,8.71884,0.229819
-7.81598,0.992886,1.06924,2,3,0,8.09869,0.25601
-8.11915,0.914763,1.55528,1,1,0,8.13876,0.211039
-7.72909,0.9844,1.85701,2,3,0,7.97536,0.277188
-7.72909,0.0020497,2.62098,1,1,0,8.80806,0.277188
-7.64064,0.999606,0.340859,2,7,0,7.7822,0.32382
-7.64503,0.999727,0.502413,1,3,0,7.64993,0.317525
-7.76139,0.983696,0.736729,1,3,0,7.91033,0.268373
-7.75603,1,1.03451,1,1,0,7.77624,0.269738
-8.39555,0.837434,1.50255,1,3,0,8.64195,0.509454
-8.82169,0.627201,1.484,2,3,0,10.307,0.153964
-8.83268,0.999225,0.898843,1,1,0,8.93285,0.153302
-8.81482,1,1.29454,1,1,0,9.04024,0.154381
-8.81482,0.468572,1.8589,1,3,0,12.051,0.154381
-8.93603,0.993492,0.790171,1,1,0,8.97235,0.147294
-7.67545,0.900928,1.11622,1,3,0,10.1077,0.371127
-7.71089,0.990951,1.27434,1,1,0,7.71445,0.386425
-10.4607,0.50646,1.77686,2,3,0,10.5079,0.669422
-10.4333,1,0.839031,1,1,0,10.7649,0.667917
-8.59416,1,1.19159,1,1,0,10.0151,0.53152
-8.3964,1,1.68515,2,3,0,8.47265,0.184134
-7.6785,1,2.37332,1,1,0,7.85634,0.372665
-7.73778,0.328874,3.32909,2,3,0,7.77394,0.274666
-8.95553,0.750575,1.08991,1,3,0,10.3623,0.566106
-8.18952,0.974839,0.894673,3,7,0,9.78966,0.483121
-7.71038,0.974342,1.18874,2,3,0,8.40076,0.386233
-7.71038,0.317119,1.57271,1,3,0,9.89481,0.386233
-7.87056,0.988624,0.516809,1,3,0,8.04583,0.42952
-7.64887,0.985097,0.705522,1,3,0,8.14795,0.353428
-8.58231,0.776429,0.952783,1,3,0,10.0931,0.169724
-7.71539,0.997617,0.830824,2,5,0,8.49704,0.388074
-7.67317,1,1.14663,1,1,0,7.70729,0.369936
-9.38624,0.58389,1.5848,1,3,0,9.38755,0.600944
-8.16439,0.994077,0.930922,3,7,0,9.62455,0.479588
-9.19729,0.757442,1.2682,1,1,0,9.2161,0.586354
-7.72973,1,1.06591,2,7,0,8.95992,0.276998
-9.82077,0.696322,1.46378,2,3,0,10.4045,0.107859
-9.06296,1,1.08922,2,3,0,9.75983,0.14042
-7.63864,0.879563,1.49078,2,3,0,10.4803,0.329181
-9.01617,0.685957,1.601,1,3,0,9.17225,0.142893
-9.8346,0.918782,1.17147,1,1,0,9.84789,0.107369
-8.56282,1,1.35955,1,1,0,9.63718,0.171133
-7.68594,1,1.84727,1,1,0,8.19423,0.292231
-8.3789,0.503464,2.50258,1,1,0,8.48732,0.507473
-9.11249,0.815901,1.28957,1,1,0,9.20288,0.579471
-8.97486,1,1.22263,2,7,0,9.0482,0.145135
-8.97486,0.754675,1.65232,1,1,0,10.2425,0.145135
-7.67178,0.934349,1.39224,1,3,0,9.17902,0.369192
-7.66044,1,1.65462,1,1,0,7.67557,0.362441
-7.80293,0.90172,2.22377,1,1,0,7.80296,0.258746
-7.80293,0.0047909,2.47572,1,1,0,8.97664,0.258746
-7.94997,0.996103,0.50967,3,7,0,8.07083,0.232859
-8.00587,0.971874,0.680762,2,7,0,8.89229,0.455048
-8.01406,0.998974,0.866905,1,1,0,8.05596,0.456432
-7.89356,0.880158,1.15845,2,7,0,8.96668,0.241714
-7.63833,0.994364,1.23965,1,3,0,7.94046,0.33579
-7.97203,0.908476,1.63591,1,3,0,7.9921,0.229657
-7.80075,1,1.83999,2,3,0,7.96391,0.259216
-8.21243,0.689374,2.44343,1,1,0,8.23261,0.486271
-7.63966,1,0.920131,1,3,0,8.06564,0.340781
-7.63966,3.51458e-75,12.0863,1,1,0,7.81979,0.340781
-7.63832,1,1.76726,1,1,0,7.63844,0.331014
-7.63832,0.0246324,2.12499,1,1,0,7.92081,0.331014
-7.87417,0.998049,0.180816,3,9,0,7.94152,0.24502
-7.69744,0.993736,0.236973,2,7,0,8.54378,0.287683
-7.66414,0.999408,0.333393,1,3,0,7.72246,0.302832
-7.78106,0.993693,0.502374,2,5,0,7.78369,0.408301
-8.58562,0.889946,0.767286,2,7,0,8.6057,0.169486
-9.12623,0.972727,0.86005,2,3,0,9.1879,0.13718
-7.73145,1,1.2637,1,1,0,8.52499,0.276491
-7.65791,1,2.03419,1,1,0,7.71475,0.306681
-7.65791,0.000184081,3.27729,1,1,0,8.39295,0.306681
-7.80226,0.989506,0.229279,2,7,0,8.67718,0.258889
-7.97036,0.975892,0.361477,2,7,0,8.92244,0.448869
-7.86954,1,0.544937,1,1,0,7.96159,0.429302
-7.69463,1,0.881644,1,1,0,7.81829,0.380004
-7.69463,0.652339,1.41838,1,1,0,7.95177,0.380004
-9.39773,0.717444,0.790585,2,3,0,10.1775,0.6018
-8.69162,1,0.541308,2,3,0,9.31522,0.541461
-7.63851,1,0.866527,1,3,0,8.53008,0.33691
-7.63851,0.0584696,1.37708,2,3,0,9.76874,0.33691
-7.63819,0.999996,0.137468,5,31,0,7.64023,0.332459
-7.943,0.987155,0.220332,2,7,0,8.7776,0.443884
-7.73581,0.99418,0.337729,1,3,0,8.14024,0.395039
-7.64353,0.997687,0.524481,3,7,0,7.8156,0.319347
-7.64326,0.98508,0.816636,2,3,0,7.74429,0.347156
-7.64326,0.381098,1.21824,1,1,0,8.36538,0.347156
-7.64173,1,0.335746,2,3,0,7.64341,0.344873
-7.85088,0.966627,0.522377,1,3,0,8.07719,0.425251
-7.76058,0.937159,0.736338,2,7,0,8.34533,0.268576
-8.85217,0.735149,0.95268,2,3,0,9.53592,0.556809
-8.33969,1,0.712281,1,1,0,8.78852,0.502718
-8.33969,0.837537,1.08573,1,1,0,8.85606,0.502718
-7.75879,1,1.06864,1,1,0,8.11383,0.402077
-7.65756,1,1.61269,1,1,0,7.71604,0.360469
-7.65756,0.245994,2.4179,1,1,0,7.83494,0.360469
-7.66363,0.987966,0.511645,1,3,0,7.85549,0.30313
-7.72423,0.975812,0.74562,2,3,0,7.88577,0.391186
-7.785,0.991415,1.04734,2,3,0,7.81716,0.409352
-7.785,0.162925,1.52248,1,1,0,8.62766,0.409352
-7.74109,0.999747,0.274842,4,15,0,7.84572,0.396719
-7.96715,0.981802,0.409621,1,3,0,8.08888,0.448294
-7.89542,0.934205,0.580539,3,7,0,9.04708,0.434666
-7.64009,0.987675,0.728251,1,3,0,7.9982,0.324939
-7.63866,0.999618,1.03739,2,3,0,7.64186,0.329095
-8.18628,0.615033,1.51347,1,1,0,8.27519,0.482669
-8.77167,0.835111,0.870829,1,1,0,8.85751,0.549262
-8.18434,0.799664,0.854063,1,3,0,10.1673,0.203943
-8.18543,0.998452,0.77019,2,7,0,8.20058,0.482552
-7.72569,1,1.11112,2,3,0,7.99888,0.391684
-10.3131,0.145175,1.60087,1,1,0,10.3227,0.0920833
-10.3129,1,0.314249,1,1,0,10.3691,0.0920887
-9.8667,1,0.454254,1,1,0,10.2993,0.106242
-10.352,0.970203,0.653482,1,1,0,10.4105,0.0909682
-9.16476,1,0.874186,2,3,0,10.229,0.135264
-7.88964,1,1.24654,2,3,0,8.5834,0.433492
-7.88964,0.141292,1.76961,1,1,0,8.12775,0.433492
-7.67266,0.988992,0.365444,1,3,0,8.22106,0.369664
-7.64952,0.998855,0.507771,2,5,0,7.69832,0.313049
-7.78491,0.96199,0.718204,1,3,0,7.93695,0.409329
-7.72991,1,0.932802,1,1,0,7.78931,0.393106
-8.52922,0.512306,1.31244,2,3,0,8.89272,0.173615
-7.76864,1,0.636857,2,3,0,8.47567,0.266574
-7.66097,0.974396,0.89438,2,3,0,7.94059,0.362785
-9.31499,0.398466,1.18412,1,1,0,9.35476,0.595557
-10.9372,0.914856,0.456183,2,3,0,11.2771,0.694132
-10.6692,1,0.532412,2,3,0,11.1472,0.680581
-7.69693,0.999067,0.74263,2,3,0,10.6581,0.380963
-7.78875,0.962883,1.03002,1,1,0,7.8065,0.410341
-9.77948,0.135887,1.31976,2,3,0,11.2613,0.109341
-9.72161,1,0.301808,1,1,0,9.79891,0.111466
-9.92376,0.994427,0.419143,1,1,0,9.94035,0.104279
-8.53649,0.938701,0.573441,2,5,0,11.417,0.525383
-7.98111,1,0.697604,1,1,0,8.42701,0.450773
-8.28281,0.893576,0.959573,1,1,0,8.37669,0.495571
-7.83269,1,1.06027,1,1,0,8.14955,0.421135
-7.83269,0.05943,1.45054,1,1,0,9.27991,0.421135
-7.84196,0.99967,0.29947,1,1,0,7.84513,0.423255
-7.75742,0.999865,0.410675,2,3,0,7.85285,0.401674
-8.50757,0.939184,0.56162,2,3,0,8.55454,0.522227
-8.00564,0.556155,0.679075,3,7,0,13.3344,0.455009
-8.73102,0.957897,0.385578,2,7,0,9.43989,0.159622
-9.58735,0.966091,0.483559,2,5,0,10.1741,0.615471
-8.91473,1,0.614857,1,1,0,9.52685,0.562486
-8.91473,0.512668,0.833076,1,1,0,10.8327,0.562486
-7.89667,0.975638,0.43899,1,3,0,9.48836,0.43492
-7.63901,0.983423,0.566803,1,3,0,8.12659,0.338915
-7.65308,0.99749,0.741054,1,3,0,7.65547,0.357097
-7.74007,0.979153,0.992756,2,3,0,7.77103,0.274023
-7.63827,1,1.28107,1,1,0,7.68318,0.331441
-7.63827,0.636135,1.71558,1,1,0,7.72393,0.331441
-7.98727,0.838344,1.15591,1,1,0,7.9873,0.451849
-7.98259,0.443871,1.14118,2,3,0,9.84823,0.22817
-8.91141,0.946338,0.540008,3,7,0,9.57639,0.562189
-8.52004,0.940598,0.653631,2,3,0,9.83096,0.523595
-8.04429,1,0.781509,1,1,0,8.4272,0.461411
-7.67824,0.683297,1.04077,2,3,0,9.06773,0.295609
-7.70146,0.984308,0.773705,1,3,0,7.83484,0.382795
-7.70146,0.312321,0.998867,1,3,0,11.2176,0.382795
-7.65532,0.998631,0.379223,1,3,0,7.73959,0.358839
-7.64979,1,0.50282,1,1,0,7.65481,0.354282
-7.63825,1,0.666795,2,3,0,7.64821,0.33505
-8.47031,0.804729,0.882208,1,3,0,8.56994,0.518079
-7.67436,0.967398,0.821182,1,3,0,8.66957,0.297442
-7.92243,0.933046,1.02196,2,3,0,7.99503,0.439992
-7.73972,1,1.19451,1,1,0,7.8837,0.396288
-7.73972,0.365365,1.56971,1,1,0,8.021,0.396288
-7.67236,0.975065,0.67305,1,3,0,7.97,0.29843
-8.29262,0.842073,0.846633,1,3,0,8.5658,0.496826
-8.63486,0.683037,0.842576,2,3,0,10.8798,0.166027
-8.32409,0.980648,0.635693,3,7,0,9.18159,0.190413
-8.07711,1,0.805426,2,3,0,8.311,0.215948
-7.76534,1,1.0533,2,3,0,7.9897,0.267385
-8.016,0.938284,1.3747,1,3,0,8.01879,0.456756
-8.016,0.877817,1.61069,1,3,0,8.05615,0.456756
-8.016,0.133748,1.69987,1,1,0,8.30639,0.456756
-8.31317,0.932882,0.504883,2,5,0,9.18544,0.1914
-10.3096,0.824283,0.58722,1,3,0,11.1962,0.0921824
-11.68,0.983092,0.567756,3,7,0,12.0367,0.0611944
-7.85645,0.945933,0.71754,1,3,0,13.4348,0.248184
-7.77954,1,0.850552,1,1,0,7.85677,0.263974
-8.20447,0.858982,1.10236,1,1,0,8.22653,0.201862
-8.20447,0.399917,1.12724,1,3,0,10.9309,0.201862
-7.83177,0.996246,0.537376,3,7,0,8.38295,0.252847
-7.74051,1,0.691337,1,1,0,7.81844,0.2739
-7.64528,1,0.893381,1,3,0,7.71762,0.31724
-7.64528,0.454076,1.15245,2,3,0,9.3421,0.31724
-7.64724,0.996135,0.606321,1,3,0,7.69183,0.351824
-7.64222,0.998079,0.776863,2,3,0,7.66478,0.321163
-7.64222,0.720426,0.996871,1,3,0,8.59391,0.321163
-7.84422,0.968661,0.813667,2,3,0,7.89256,0.250454
-7.63817,0.99637,0.993738,1,3,0,7.78998,0.333458
-7.63817,0.7449,1.26746,1,3,0,7.99776,0.333458
-10.7035,0.452348,1.07726,1,3,0,11.1838,0.0816292
-7.87462,0.988502,0.573496,2,5,0,10.3972,0.430378
-7.7695,0.929898,0.721859,1,3,0,8.4482,0.266365
-8.05512,0.940597,0.82642,2,3,0,8.32757,0.218634
-7.66146,0.932542,0.961493,2,3,0,8.62752,0.304424
-7.70016,0.847555,1.10341,2,3,0,8.05925,0.286678
-8.61616,0.791437,1.10641,1,3,0,8.66271,0.53381
-7.94772,1,1.01566,1,1,0,8.42574,0.44476
-8.92804,0.438653,1.29367,2,3,0,9.26002,0.563674
-8.22453,1,0.684166,1,1,0,8.79867,0.487909
-7.90458,1,0.871165,1,1,0,8.16362,0.436502
-8.11137,0.954225,1.10764,2,3,0,8.19789,0.211927
-8.11137,0.579817,1.30998,1,3,0,9.29255,0.211927
-8.11137,0.511519,0.868064,1,3,0,12.0685,0.211927
