# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 2
# model = logistic1_model
# start_datetime = 2021-12-27 20:22:48 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 75
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = /Users/rob/.julia/dev/Stan/Examples/RedCardsStudy/tmp1/logistic1_data_1.R
# init = 2 (Default)
# random
#   seed = 79225495 (Default)
# output
#   file = /Users/rob/.julia/dev/Stan/Examples/RedCardsStudy/tmp1/logistic1_chain_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4
# stanc_version = stanc3 59e2660
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2
# Adaptation terminated
# Step size = 0.683143
# Diagonal elements of inverse mass matrix:
# 0.0010887, 0.00631046
-10253.7,0.969893,0.683143,2,3,0,10253.8,-5.55574,0.351614
-10254.1,0.877468,0.683143,2,7,0,10254.7,-5.49462,0.230935
-10255.7,0.650772,0.683143,3,7,0,10257.1,-5.4616,0.171521
-10256.2,0.908387,0.683143,2,3,0,10256.9,-5.49939,0.106305
-10254.3,0.988086,0.683143,2,5,0,10256.5,-5.554,0.395446
-10253.7,1,0.683143,2,3,0,10254.3,-5.55719,0.320764
-10253.5,0.986302,0.683143,3,7,0,10254.1,-5.53867,0.277938
-10253.6,0.987817,0.683143,2,7,0,10253.6,-5.5352,0.330025
-10253.8,0.952976,0.683143,2,3,0,10253.9,-5.53688,0.241372
-10254.3,0.903068,0.683143,2,7,0,10255.7,-5.48869,0.227191
-10253.6,0.955608,0.683143,3,7,0,10254.5,-5.51598,0.249313
-10254.9,0.683375,0.683143,2,3,0,10255.9,-5.5116,0.159126
-10255.8,0.893406,0.683143,2,3,0,10256.3,-5.53306,0.157474
-10254.2,0.795147,0.683143,2,7,0,10257.4,-5.56902,0.388738
-10254.8,0.441767,0.683143,2,3,0,10257.9,-5.54116,0.401444
-10255.5,0.797769,0.683143,1,1,0,10255.8,-5.53642,0.414126
-10254.5,0.98637,0.683143,2,7,0,10256.1,-5.58108,0.395818
-10254,0.891409,0.683143,1,3,0,10255.7,-5.54186,0.365344
-10253.6,0.987727,0.683143,2,5,0,10254.9,-5.52113,0.295446
-10255.3,0.590258,0.683143,2,7,0,10257.5,-5.46908,0.200259
-10255,0.816178,0.683143,2,3,0,10256.4,-5.56513,0.251363
-10254.4,0.975258,0.683143,1,3,0,10255.3,-5.57152,0.302533
-10253.7,0.99971,0.683143,2,7,0,10254.4,-5.52207,0.30837
-10254.3,0.987917,0.683143,3,7,0,10254.6,-5.57569,0.387377
-10254.5,0.970002,0.683143,2,3,0,10254.5,-5.58464,0.371901
-10255.4,0.977166,0.683143,2,3,0,10255.5,-5.58662,0.453126
-10256.2,0.933006,0.683143,2,3,0,10256.5,-5.61543,0.437874
-10255.1,0.674485,0.683143,2,3,0,10258.3,-5.59541,0.366341
-10253.5,1,0.683143,3,7,0,10255.1,-5.53508,0.275935
-10254.7,0.823007,0.683143,3,7,0,10257.4,-5.5889,0.394946
-10253.6,0.898464,0.683143,2,3,0,10255.3,-5.54507,0.281684
-10256.4,0.496619,0.683143,3,7,0,10259.3,-5.527,0.423414
-10253.6,1,0.683143,2,3,0,10255.7,-5.53801,0.336082
-10254.4,0.442762,0.683143,3,7,0,10258,-5.48762,0.229976
-10254,0.954211,0.683143,2,7,0,10256.2,-5.56933,0.366289
-10253.8,0.996281,0.683143,2,3,0,10254.1,-5.56088,0.350743
-10255.8,0.579,0.683143,1,3,0,10256.1,-5.58317,0.270767
-10257.8,1,0.683143,2,7,0,10258.4,-5.43642,0.171989
-10254.6,1,0.683143,2,3,0,10257.5,-5.508,0.168904
-10254.9,0.786014,0.683143,3,7,0,10256.3,-5.59357,0.372199
-10254.5,1,0.683143,1,1,0,10254.9,-5.58394,0.37679
-10253.9,0.994682,0.683143,2,7,0,10254.8,-5.50475,0.265399
-10254,0.970471,0.683143,2,7,0,10254.1,-5.538,0.236229
-10253.5,0.826956,0.683143,2,3,0,10255,-5.52917,0.257416
-10254.3,0.959681,0.683143,2,5,0,10254.9,-5.5727,0.395217
-10253.5,0.971844,0.683143,2,7,0,10254.6,-5.53703,0.313687
-10253.7,0.929464,0.683143,1,3,0,10253.8,-5.54852,0.276917
-10253.5,0.903047,0.683143,2,3,0,10254.2,-5.53907,0.288589
-10253.8,0.939743,0.683143,2,3,0,10253.8,-5.55256,0.281559
-10255.4,0.390732,0.683143,2,3,0,10258.9,-5.58892,0.308191
-10254,1,0.683143,1,1,0,10255,-5.56955,0.331826
-10253.9,0.993321,0.683143,2,3,0,10254.1,-5.54171,0.35995
-10254.9,0.749618,0.683143,1,3,0,10255.2,-5.51845,0.363712
-10254.2,1,0.683143,2,3,0,10254.7,-5.5485,0.243112
-10254.2,0.955472,0.683143,1,3,0,10255,-5.56539,0.294265
-10253.9,0.999105,0.683143,3,7,0,10254.3,-5.54634,0.36491
-10254.7,0.889553,0.683143,2,3,0,10255.5,-5.58341,0.411299
-10254.9,0.703274,0.683143,2,5,0,10257.1,-5.47732,0.222776
-10254.3,0.999528,0.683143,2,7,0,10255.2,-5.57145,0.310444
-10253.5,0.996741,0.683143,2,7,0,10254.4,-5.54292,0.298446
-10253.6,0.966376,0.683143,3,7,0,10254.1,-5.55065,0.316219
-10255.7,0.29242,0.683143,2,3,0,10258.5,-5.48561,0.306287
-10257.1,0.841214,0.683143,2,3,0,10257.3,-5.59374,0.26179
-10255.5,1,0.683143,2,3,0,10256.7,-5.50645,0.355962
-10254.5,1,0.683143,2,3,0,10255.3,-5.56753,0.280169
-10254,0.993971,0.683143,3,7,0,10254.7,-5.56052,0.293873
-10253.7,0.927208,0.683143,2,7,0,10254.8,-5.51074,0.237583
-10253.6,0.915733,0.683143,2,5,0,10254.2,-5.54216,0.268041
-10256,0.721637,0.683143,2,7,0,10256.7,-5.54115,0.165866
-10254.3,0.991741,0.683143,2,3,0,10255.7,-5.51817,0.339
-10253.5,0.965133,0.683143,2,3,0,10254.3,-5.53713,0.272738
-10257,0.328031,0.683143,2,3,0,10260.3,-5.54533,0.465421
-10253.8,1,0.683143,3,7,0,10256.1,-5.50511,0.244789
-10253.7,0.972559,0.683143,2,7,0,10254.2,-5.55068,0.287278
-10254.4,0.57861,0.683143,2,3,0,10256.6,-5.56881,0.291983
-10255.6,0.907616,0.683143,2,3,0,10255.7,-5.54234,0.426565
-10253.5,0.995086,0.683143,2,7,0,10255.8,-5.53931,0.318675
-10253.8,0.828091,0.683143,2,7,0,10254.5,-5.50792,0.267396
-10253.8,1,0.683143,2,3,0,10253.9,-5.51719,0.224609
-10254.6,0.945862,0.683143,3,7,0,10254.7,-5.48166,0.218824
-10255.9,0.8765,0.683143,3,7,0,10256,-5.46377,0.228526
-10256.8,0.751471,0.683143,2,3,0,10258.6,-5.4589,0.0862669
-10256.1,0.826384,0.683143,2,3,0,10258,-5.47835,0.100671
-10253.4,0.960375,0.683143,2,7,0,10256.7,-5.52905,0.279155
-10253.5,0.978634,0.683143,2,7,0,10253.7,-5.54239,0.328051
-10254.1,0.864001,0.683143,2,3,0,10254.4,-5.5701,0.319293
-10254.1,0.530359,0.683143,1,1,0,10255.5,-5.5701,0.319293
-10254.6,0.997515,0.683143,2,3,0,10254.9,-5.56609,0.414715
-10253.7,1,0.683143,2,3,0,10254.5,-5.56048,0.322035
-10253.7,0.616126,0.683143,1,3,0,10255.4,-5.56048,0.322035
-10253.7,1,0.683143,2,3,0,10253.8,-5.54817,0.34848
-10255.8,0.777958,0.683143,1,3,0,10258.7,-5.59525,0.46284
-10257.9,0.720849,0.683143,2,3,0,10259.9,-5.63785,0.44847
-10256.9,1,0.683143,2,3,0,10258.4,-5.59241,0.505166
-10257.1,0.996818,0.683143,2,3,0,10257.5,-5.59408,0.509075
-10256,1,0.683143,1,1,0,10256.9,-5.59548,0.471534
-10256,0.681694,0.683143,2,3,0,10258.1,-5.55106,0.447546
-10254.9,1,0.683143,2,3,0,10256.1,-5.59157,0.355956
-10256.2,0.939997,0.683143,2,3,0,10256.5,-5.61317,0.383177
-10254.2,1,0.683143,2,3,0,10256,-5.54443,0.381426
-10253.8,0.603408,0.683143,2,7,0,10256.6,-5.50341,0.24782
-10254,0.926267,0.683143,3,7,0,10256.2,-5.54378,0.365287
-10253.5,1,0.683143,2,3,0,10254,-5.54057,0.279398
-10253.8,0.939897,0.683143,2,7,0,10254.8,-5.5044,0.247801
-10253.7,0.983973,0.683143,2,7,0,10254.5,-5.55755,0.336285
-10253.6,1,0.683143,1,1,0,10253.7,-5.55615,0.332181
-10253.6,0.949957,0.683143,3,7,0,10255.5,-5.53868,0.327205
-10253.6,0.972405,0.683143,3,7,0,10254.6,-5.52116,0.290534
-10253.4,0.970366,0.683143,2,7,0,10253.7,-5.5365,0.298626
-10254.2,0.96218,0.683143,3,7,0,10254.3,-5.49181,0.214091
-10253.7,0.984195,0.683143,2,7,0,10254.9,-5.55292,0.29829
-10254,0.90877,0.683143,1,1,0,10254,-5.56182,0.295578
-10255,0.785181,0.683143,1,3,0,10255.3,-5.5608,0.239896
-10254.1,1,0.683143,1,1,0,10254.9,-5.54636,0.245058
