# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 2
# model = logistic1_model
# start_datetime = 2021-12-27 17:14:11 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 75
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /Users/rob/.julia/dev/Stan/Examples/RedCardsStudy/tmp1/logistic1_data_4.R
# init = 2 (Default)
# random
#   seed = 67908718 (Default)
# output
#   file = /Users/rob/.julia/dev/Stan/Examples/RedCardsStudy/tmp1/logistic1_chain_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 59e2660
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2
# Adaptation terminated
# Step size = 0.633837
# Diagonal elements of inverse mass matrix:
# 0.00116315, 0.00613639
-10254.4,0.904609,0.633837,1,3,0,10256.6,-5.57112,0.40144
-10254.5,0.988644,0.633837,1,1,0,10254.5,-5.57151,0.406821
-10254.7,0.960991,0.633837,2,3,0,10254.9,-5.58718,0.360928
-10254.7,0.670607,0.633837,1,1,0,10255.8,-5.58718,0.360928
-10254.9,0.849839,0.633837,2,3,0,10256.1,-5.59245,0.382482
-10255.4,0.987078,0.633837,2,3,0,10255.7,-5.59675,0.437304
-10254.5,0.983746,0.633837,2,3,0,10255.5,-5.5699,0.408537
-10254.3,1,0.633837,2,3,0,10254.6,-5.57898,0.364775
-10254.7,0.908799,0.633837,2,3,0,10254.9,-5.56903,0.418817
-10253.4,0.649574,0.633837,2,7,0,10256.6,-5.53534,0.298687
-10253.8,0.981714,0.633837,2,7,0,10254,-5.50722,0.233366
-10255.2,0.901938,0.633837,2,3,0,10255.3,-5.48885,0.134301
-10254,0.922842,0.633837,2,3,0,10256,-5.49726,0.21593
-10253.9,0.866844,0.633837,2,5,0,10255.6,-5.53943,0.35415
-10253.7,1,0.633837,2,3,0,10253.9,-5.55288,0.294892
-10253.7,0.949426,0.633837,2,3,0,10254.2,-5.55379,0.353261
-10253.6,0.930931,0.633837,3,7,0,10254.1,-5.54482,0.280397
-10256,0.491055,0.633837,2,3,0,10256.8,-5.52486,0.409973
-10253.5,0.807897,0.633837,2,3,0,10257.8,-5.526,0.281836
-10253.6,0.955065,0.633837,2,7,0,10253.7,-5.54181,0.269195
-10253.5,0.691247,0.633837,2,3,0,10255.8,-5.538,0.274064
-10253.8,0.958048,0.633837,2,3,0,10253.9,-5.52371,0.325697
-10256.3,0.733535,0.633837,2,3,0,10256.3,-5.50612,0.378734
-10254,0.972177,0.633837,2,7,0,10257.6,-5.56762,0.37222
-10253.7,0.812872,0.633837,3,7,0,10255,-5.54287,0.345171
-10254.3,0.942479,0.633837,1,3,0,10255.4,-5.57554,0.391326
-10254.2,0.994394,0.633837,2,3,0,10254.4,-5.57547,0.367542
-10254.2,0.836095,0.633837,1,3,0,10255.8,-5.56172,0.279149
-10254.2,0.999598,0.633837,2,7,0,10254.5,-5.49683,0.269695
-10254.2,0.584507,0.633837,2,3,0,10257.2,-5.50893,0.312385
-10253.7,1,0.633837,2,3,0,10254.2,-5.52802,0.239138
-10254.2,0.897471,0.633837,1,3,0,10254.2,-5.54036,0.228096
-10255,0.890024,0.633837,2,7,0,10255.5,-5.56293,0.24215
-10253.4,0.940164,0.633837,2,3,0,10255.4,-5.53225,0.286135
-10253.4,0.543668,0.633837,2,7,0,10257.9,-5.53225,0.286135
-10253.9,0.936301,0.633837,2,7,0,10255,-5.51245,0.213663
-10254.1,0.947844,0.633837,2,3,0,10254.5,-5.49584,0.23648
-10254.5,0.909265,0.633837,2,7,0,10257,-5.57758,0.40439
-10253.7,0.968068,0.633837,2,7,0,10255.8,-5.52346,0.237492
-10253.4,1,0.633837,2,3,0,10253.7,-5.5302,0.285934
-10254.2,0.811513,0.633837,1,3,0,10254.3,-5.51155,0.319964
-10253.8,1,0.633837,3,7,0,10254.5,-5.51822,0.308469
-10254.3,0.842584,0.633837,3,7,0,10255.6,-5.5276,0.357895
-10253.9,0.674859,0.633837,2,3,0,10256.6,-5.52912,0.337196
-10253.8,0.993658,0.633837,1,3,0,10254.3,-5.55182,0.35643
-10253.9,0.892825,0.633837,1,3,0,10254.7,-5.52425,0.332427
-10254,0.971768,0.633837,1,1,0,10254.2,-5.52462,0.338985
-10254.4,0.952777,0.633837,2,3,0,10254.4,-5.56467,0.275467
-10254.5,0.995034,0.633837,2,7,0,10255.1,-5.56471,0.40692
-10254.8,0.923893,0.633837,2,3,0,10255.3,-5.58309,0.419528
-10254.2,0.803619,0.633837,2,3,0,10255.7,-5.54338,0.375721
