num_threads,num_cpp_chains,num_chains,min,median,max
4,1,1,13.993816292,14.139485292,14.285154292
4,1,4,28.264228041,28.4308694785,28.597510916
4,4,1,48.103867041,48.3357883745,48.567709708
9,1,1,9.299236209,9.5232734795,9.74731075
9,1,4,29.731680708,30.052788749999998,30.373896792
9,4,1,25.257227125,25.3505328125,25.4438385
